label	#anonymous_contig_id	genome_id	tax_id	contig_id	number_reads	start_position	end_position	otu	full_path	path	new_label
PC1032954	PC1032954	Otu169.0	59600	CP002453.1	228	1745974	1753207	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC103622	PC103622	Otu169.0	59600	CP002453.1	188	2596909	2603279	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1040277	PC1040277	Otu169.0	59600	CP002453.1	168	416532	422224	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1047103	PC1047103	Otu169.0	59600	CP002453.1	297	2569696	2578967	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1065111	PC1065111	Otu169.0	59600	CP002453.1	158	3268230	3273545	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1067032	PC1067032	Otu169.0	59600	CP002453.1	259	101794	110102	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1069988	PC1069988	Otu169.0	59600	CP002453.1	270	882922	891532	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1077037	PC1077037	Otu169.0	59600	CP002453.1	340	195341	206817	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1077816	PC1077816	Otu169.0	59600	CP002453.1	346	4710707	4721409	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1079647	PC1079647	Otu169.0	59600	CP002453.1	204	1428127	1434568	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1080666	PC1080666	Otu169.0	59600	CP002453.1	153	4355511	4360827	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1082726	PC1082726	Otu169.0	59600	CP002453.1	234	3243625	3251032	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1085999	PC1085999	Otu169.0	59600	CP002453.1	228	2711488	2718669	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1093400	PC1093400	Otu169.0	59600	CP002453.1	182	589588	595774	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC109822	PC109822	Otu169.0	59600	CP002453.1	168	1202704	1208565	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1107409	PC1107409	Otu169.0	59600	CP002453.1	470	291623	305782	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1115911	PC1115911	Otu169.0	59600	CP002453.1	228	4360829	4369276	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1124461	PC1124461	Otu169.0	59600	CP002453.1	156	481406	486432	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1125030	PC1125030	Otu169.0	59600	CP002453.1	182	3680475	3685542	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1129094	PC1129094	Otu169.0	59600	CP002453.1	274	3861580	3870699	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1131028	PC1131028	Otu169.0	59600	CP002453.1	156	1927996	1933206	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1141015	PC1141015	Otu169.0	59600	CP002453.1	138	351387	356464	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1141896	PC1141896	Otu169.0	59600	CP002453.1	148	16989	22068	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1142580	PC1142580	Otu169.0	59600	CP002453.1	238	2419061	2427337	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1149514	PC1149514	Otu169.0	59600	CP002453.1	246	600851	609486	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC115466	PC115466	Otu169.0	59600	CP002453.1	172	530696	536364	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1158039	PC1158039	Otu169.0	59600	CP002453.1	238	1444547	1452900	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1161482	PC1161482	Otu169.0	59600	CP002453.1	158	729833	734899	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1168334	PC1168334	Otu169.0	59600	CP002453.1	330	3300692	3311049	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1171305	PC1171305	Otu169.0	59600	CP002453.1	198	4729311	4735734	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1184142	PC1184142	Otu169.0	59600	CP002453.1	128	4467221	4472821	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1190707	PC1190707	Otu169.0	59600	CP002453.1	383	2811005	2823818	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1197621	PC1197621	Otu169.0	59600	CP002453.1	197	4515877	4522848	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1202517	PC1202517	Otu169.0	59600	CP002453.1	372	997563	1009671	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1206295	PC1206295	Otu169.0	59600	CP002453.1	160	1015870	1021741	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1210255	PC1210255	Otu169.0	59600	CP002453.1	156	2950237	2955375	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1212495	PC1212495	Otu169.0	59600	CP002453.1	156	2241321	2247199	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1217311	PC1217311	Otu169.0	59600	CP002453.1	160	1422295	1428120	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1220040	PC1220040	Otu169.0	59600	CP002453.1	192	4820720	4826638	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1222238	PC1222238	Otu169.0	59600	CP002453.1	200	873676	880746	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1224000	PC1224000	Otu169.0	59600	CP002453.1	317	4220159	4230694	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1259449	PC1259449	Otu169.0	59600	CP002453.1	383	254518	265886	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1260936	PC1260936	Otu169.0	59600	CP002453.1	202	47409	53512	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1265481	PC1265481	Otu169.0	59600	CP002453.1	144	1671226	1676932	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC126582	PC126582	Otu169.0	59600	CP002453.1	234	1786523	1793969	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1269519	PC1269519	Otu169.0	59600	CP002453.1	190	538164	544150	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1272519	PC1272519	Otu169.0	59600	CP002453.1	268	1919022	1927930	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1293213	PC1293213	Otu169.0	59600	CP002453.1	338	2610801	2622218	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1293878	PC1293878	Otu169.0	59600	CP002453.1	256	799819	808550	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1306252	PC1306252	Otu169.0	59600	CP002453.1	550	1327836	1344623	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1310141	PC1310141	Otu169.0	59600	CP002453.1	234	818128	825799	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1317363	PC1317363	Otu169.0	59600	CP002453.1	192	1143845	1150382	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1322920	PC1322920	Otu169.0	59600	CP002453.1	164	3027939	3033425	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1329272	PC1329272	Otu169.0	59600	CP002453.1	246	2375751	2384537	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1329520	PC1329520	Otu169.0	59600	CP002453.1	164	234396	240193	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1349846	PC1349846	Otu169.0	59600	CP002453.1	158	4151425	4156725	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1351612	PC1351612	Otu169.0	59600	CP002453.1	302	4296966	4308055	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC135401	PC135401	Otu169.0	59600	CP002453.1	164	2998867	3003930	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1359438	PC1359438	Otu169.0	59600	CP002453.1	136	1540112	1545399	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1375861	PC1375861	Otu169.0	59600	CP002453.1	168	724678	729747	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1379932	PC1379932	Otu169.0	59600	CP002453.1	180	4209009	4215527	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1383244	PC1383244	Otu169.0	59600	CP002453.1	277	4118874	4129511	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1384306	PC1384306	Otu169.0	59600	CP002453.1	200	4393639	4399795	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1385717	PC1385717	Otu169.0	59600	CP002453.1	310	3779522	3789128	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1385886	PC1385886	Otu169.0	59600	CP002453.1	296	3487878	3497605	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1392643	PC1392643	Otu169.0	59600	CP002453.1	147	3561446	3566447	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1398154	PC1398154	Otu169.0	59600	CP002453.1	258	1580402	1588400	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1398343	PC1398343	Otu169.0	59600	CP002453.1	398	2461153	2474011	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1398488	PC1398488	Otu169.0	59600	CP002453.1	216	2623326	2631044	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1407658	PC1407658	Otu169.0	59600	CP002453.1	186	4860223	4866685	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1413974	PC1413974	Otu169.0	59600	CP002453.1	232	2269663	2278281	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1415015	PC1415015	Otu169.0	59600	CP002453.1	270	2311488	2319961	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1415123	PC1415123	Otu169.0	59600	CP002453.1	344	4491902	4502244	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1422650	PC1422650	Otu169.0	59600	CP002453.1	149	3251681	3256715	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
PC1422659	PC1422659	Otu169.0	59600	CP002453.1	206	4273087	4280294	Otu169.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta	Cellulophaga_algicola_DSM_14237_genomic.kf	Cellulophaga_algicola_DSM_14237_genomic
